date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:17:06	11544/11544	---MC-	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202016%2014:19:50%20GMT	http://www.gettemplate.com/demo/progressus-pro/sidebar-left.html	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/sidebar-left.html	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:06	11489/11489	---MC-	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202016%2014:19:50%20GMT	http://www.gettemplate.com/demo/progressus-pro/sidebar-right.html	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/sidebar-right.html	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:06	9906/9906	---MC-	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202016%2014:19:50%20GMT	http://www.gettemplate.com/demo/progressus-pro/contact.html	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/contact.html	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:06	5435/5435	---MC-	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202016%2014:19:50%20GMT	http://www.gettemplate.com/demo/progressus-pro/signin.html	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/signin.html	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:06	10723/10723	---M--	200	added ('OK')	image/jpeg	etag:%22568bd106-29e3%22	http://www.gettemplate.com/demo/progressus-pro/assets/images/people/1.jpg	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/assets/images/people/1.jpg	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:07	9821/9821	---M--	200	added ('OK')	image/jpeg	etag:%22568bd106-265d%22	http://www.gettemplate.com/demo/progressus-pro/assets/images/people/2.jpg	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/assets/images/people/2.jpg	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:07	7748/7748	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2029%20Apr%202017%2013:17:08%20GMT	http://www.gettemplate.com/demo/progressus-pro/signup.html	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/signup.html	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:08	9923/9923	---M--	200	added ('OK')	image/jpeg	etag:%22568bd106-26c3%22	http://www.gettemplate.com/demo/progressus-pro/assets/images/people/3.jpg	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/assets/images/people/3.jpg	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:08	1712/1712	---M--	200	added ('OK')	application/x-javascript	etag:%22568bd106-6b0%22	http://www.gettemplate.com/demo/progressus-pro/assets/js/bootstrap-hover-dropdown.min.js	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/assets/js/bootstrap-hover-dropdown.min.js	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:09	3291/3291	---M--	200	added ('OK')	application/x-javascript	etag:%22568bd106-cdb%22	http://www.gettemplate.com/demo/progressus-pro/assets/js/headroom.min.js	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/assets/js/headroom.min.js	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:09	548/548	---M--	200	added ('OK')	application/x-javascript	etag:%22568bd106-224%22	http://www.gettemplate.com/demo/progressus-pro/assets/js/jQuery.headroom.min.js	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/assets/js/jQuery.headroom.min.js	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:09	523/523	---M--	200	added ('OK')	application/x-javascript	etag:%22568bd106-20b%22	http://www.gettemplate.com/demo/progressus-pro/assets/js/template.js	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/assets/js/template.js	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:10	35951/35951	---MCZ	200	added ('OK')	application/javascript	etag:W/%228c237312864d2e4c4f03544cd4f9b195%22	http://maxcdn.bootstrapcdn.com/bootstrap/3.3.4/js/bootstrap.min.js	E:/work/sites/site_onePage_2/maxcdn.bootstrapcdn.com/bootstrap/3.3.4/js/bootstrap.min.js	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:11	29483/29483	---MC-	200	added ('OK')	text/javascript	date:Wed,%2019%20Apr%202017%2016:40:28%20GMT	http://www.google-analytics.com/analytics.js	E:/work/sites/site_onePage_2/www.google-analytics.com/analytics.js	(from http://www.gettemplate.com/demo/progressus-pro/index.html)
16:17:18	48212/48212	---M--	200	added ('OK')	image/jpeg	etag:%22568bd106-bc54%22	http://www.gettemplate.com/demo/progressus-pro/assets/images/bg_header_blog.jpg	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/assets/images/bg_header_blog.jpg	(from http://www.gettemplate.com/demo/progressus-pro/assets/css/styles.css)
16:17:21	75811/75811	---M--	200	added ('OK')	image/jpeg	etag:%22568bd106-12823%22	http://www.gettemplate.com/demo/progressus-pro/assets/images/bg_header_services1.jpg	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/assets/images/bg_header_services1.jpg	(from http://www.gettemplate.com/demo/progressus-pro/assets/css/styles.css)
16:17:26	48719/48719	---M--	200	added ('OK')	image/jpeg	etag:%22568bd106-be4f%22	http://www.gettemplate.com/demo/progressus-pro/assets/images/bg_header_soft.jpg	E:/work/sites/site_onePage_2/www.gettemplate.com/demo/progressus-pro/assets/images/bg_header_soft.jpg	(from http://www.gettemplate.com/demo/progressus-pro/assets/css/styles.css)
